window_start,entropy_nose,entropy_left_wrist,entropy_right_wrist,entropy_shoulders,postural_stability,velocity_nose,velocity_left_wrist,velocity_right_wrist,gaze_proxy,symmetry,state
180.0,0.0025916718457734463,0.008511338182657058,0.018769209486903672,0.00016675016323587562,8.940798308320845e-05,0.011469101694915261,0.02222230508474575,0.02678401694915254,0.011469101694915261,0.0005970242149423725,N
185.0,0.003895435560412994,0.02218757402171384,0.017578384606548588,0.0005712676405353106,0.00018230455352582624,0.015114983050847464,0.025771864406779647,0.02849033898305084,0.015114983050847464,0.0010318599025550843,N
190.0,0.003638652453174859,0.02481473106529717,0.016680898841576277,0.0006267176727793785,0.00023656179683531254,0.014733322033898313,0.02725945762711864,0.02879283050847458,0.014733322033898313,0.0013886259308135585,N
195.0,0.003388722459036723,0.025922106486709035,0.01691466684818163,0.0006443669632497176,0.00024349527922858715,0.01461727118644068,0.027346423728813553,0.02641698305084746,0.01461727118644068,0.0017275425936610154,N
200.0,0.0032808347185692096,0.025955115398196338,0.019843787778700276,0.000648211308685876,0.00023190810790586888,0.013384474576271186,0.027542406779661008,0.027353932203389834,0.013384474576271186,0.0014063121166104514,N
205.0,0.0035458936215045193,0.026339289864351988,0.024414687747337557,0.0006365837086485874,0.00021062031784538276,0.013055508474576276,0.02654127118644067,0.028439186440677968,0.013055508474576276,0.0010660417880788155,N
210.0,0.0024360841914994346,0.022335436025320635,0.02302143604230282,0.0005436724159850284,0.00019305047112408796,0.007660813559322035,0.021819067796610168,0.026949847457627116,0.007660813559322035,0.0006559412420881355,N
215.0,0.0012239821918121467,0.0032820156492672317,0.020800846754422314,9.760727671129948e-05,0.00010725209769322465,0.003558593220338984,0.018172728813559323,0.019948169491525423,0.003558593220338984,0.0012778423850237286,N
220.0,0.001048086370769209,0.0033100507164505653,0.02386226482980989,7.892136092598871e-05,7.25170712554494e-05,0.003928542372881358,0.016607050847457634,0.025582728813559323,0.003928542372881358,0.0015741501465401132,N
225.0,0.0006989422333714689,0.003010673878165822,0.015410848953814126,5.041206811723168e-05,6.295611237440184e-05,0.003907254237288135,0.016411000000000005,0.030779288135593216,0.003907254237288135,0.0011664710657499993,N
230.0,0.0005375408303353107,0.0021836340497307922,0.012014681772310734,2.8107610001977425e-05,5.0677616393768305e-05,0.003360220338983051,0.0160319152542373,0.030704220338983054,0.003360220338983051,0.0006096489712485877,N
235.0,0.0005283551287895477,0.0021801783199039545,0.01169364057153616,3.421959814322037e-05,5.8661671942513335e-05,0.0030544745762711807,0.01889281355932204,0.02923237288135593,0.0030544745762711807,0.00046889300550932256,N
240.0,0.0005218635405612992,0.0030205043257638424,0.012614785953449432,4.3085323012429363e-05,8.054313084674036e-05,0.002858474576271182,0.022928915254237285,0.03247676271186441,0.002858474576271182,0.0004061865500889835,N
